order_id,customer_id,order_date,country,total_amount
536525,14078.0,2010-12-01 12:54:00,United Kingdom,136.24
536526,14001.0,2010-12-01 12:58:00,United Kingdom,301.24
536527,12662.0,2010-12-01 13:04:00,Germany,261.48
536528,15525.0,2010-12-01 13:17:00,United Kingdom,313.93
536529,14237.0,2010-12-01 13:20:00,United Kingdom,161.0
536530,17905.0,2010-12-01 13:21:00,United Kingdom,201.75
536531,15485.0,2010-12-01 13:23:00,United Kingdom,950.09
536532,12433.0,2010-12-01 13:24:00,Norway,1919.1399999999999
536533,16955.0,2010-12-01 13:31:00,United Kingdom,156.1
536534,15350.0,2010-12-01 13:33:00,United Kingdom,115.65
536535,15605.0,2010-12-01 13:38:00,United Kingdom,194.85000000000002
536536,18144.0,2010-12-01 13:45:00,United Kingdom,165.04999999999998
536537,15922.0,2010-12-01 13:51:00,United Kingdom,369.5
536538,14594.0,2010-12-01 13:54:00,United Kingdom,255.0
536539,15165.0,2010-12-01 14:03:00,United Kingdom,487.75
536540,14911.0,2010-12-01 14:05:00,EIRE,540.38
536541,14911.0,2010-12-01 14:05:00,EIRE,15.0
536542,16456.0,2010-12-01 14:11:00,United Kingdom,787.4
536551,17346.0,2010-12-01 14:34:00,United Kingdom,146.61
536556,17643.0,2010-12-01 14:38:00,United Kingdom,101.55
536557,17841.0,2010-12-01 14:41:00,United Kingdom,537.38
536559,17873.0,2010-12-01 14:54:00,United Kingdom,215.14999999999998
536560,13093.0,2010-12-01 15:00:00,United Kingdom,799.4
536561,12921.0,2010-12-01 15:06:00,United Kingdom,322.40000000000003
536562,13468.0,2010-12-01 15:08:00,United Kingdom,308.65000000000003
536563,17760.0,2010-12-01 15:08:00,United Kingdom,172.54
536564,13468.0,2010-12-01 15:08:00,United Kingdom,51.4
536566,16928.0,2010-12-01 15:21:00,United Kingdom,116.25
536567,16048.0,2010-12-01 15:27:00,United Kingdom,251.40000000000003
536568,16048.0,2010-12-01 15:28:00,United Kingdom,5.04
536569,16274.0,2010-12-01 15:35:00,United Kingdom,357.95
536570,14496.0,2010-12-01 15:35:00,United Kingdom,304.34000000000003
536571,14696.0,2010-12-01 15:37:00,United Kingdom,294.62
536572,16539.0,2010-12-01 15:40:00,United Kingdom,442.34999999999997
536573,17025.0,2010-12-01 15:45:00,United Kingdom,143.12
536574,17025.0,2010-12-01 15:46:00,United Kingdom,17.85
536575,13777.0,2010-12-01 16:01:00,United Kingdom,1552.98
536576,13777.0,2010-12-01 16:11:00,United Kingdom,2558.42
536577,13777.0,2010-12-01 16:13:00,United Kingdom,497.0
536578,17690.0,2010-12-01 16:15:00,United Kingdom,279.6
536579,13777.0,2010-12-01 16:16:00,United Kingdom,315.96000000000004
536580,17690.0,2010-12-01 16:17:00,United Kingdom,97.19999999999999
536581,13777.0,2010-12-01 16:19:00,United Kingdom,330.0
536582,12947.0,2010-12-01 16:21:00,United Kingdom,304.04
536583,13777.0,2010-12-01 16:21:00,United Kingdom,198.0
536584,13777.0,2010-12-01 16:22:00,United Kingdom,1132.8000000000002
536585,17460.0,2010-12-01 16:24:00,United Kingdom,19.9
536586,18229.0,2010-12-01 16:25:00,United Kingdom,344.2
536587,14142.0,2010-12-01 16:33:00,United Kingdom,311.81
536588,17069.0,2010-12-01 16:49:00,United Kingdom,277.05
536590,13065.0,2010-12-01 16:52:00,United Kingdom,205.86
536591,14606.0,2010-12-01 16:57:00,United Kingdom,159.26
536591,14606.0,2010-12-01 16:58:00,United Kingdom,39.06
536593,16835.0,2010-12-01 17:15:00,United Kingdom,81.75
536594,15235.0,2010-12-01 17:22:00,United Kingdom,79.5
536595,13576.0,2010-12-01 17:24:00,United Kingdom,349.15
536597,18011.0,2010-12-01 17:35:00,United Kingdom,102.78999999999999
536598,13090.0,2010-12-02 07:48:00,United Kingdom,160.6
536599,15694.0,2010-12-02 07:49:00,United Kingdom,306.4
536600,17850.0,2010-12-02 08:32:00,United Kingdom,251.62
536601,17850.0,2010-12-02 08:33:00,United Kingdom,22.200000000000003
536602,17850.0,2010-12-02 08:34:00,United Kingdom,163.76
536603,17850.0,2010-12-02 08:40:00,United Kingdom,22.200000000000003
536604,14741.0,2010-12-02 08:43:00,United Kingdom,184.5
536605,13715.0,2010-12-02 08:52:00,United Kingdom,272.65000000000003
536607,17732.0,2010-12-02 09:29:00,United Kingdom,303.97
536608,12855.0,2010-12-02 09:37:00,United Kingdom,38.1
536609,17850.0,2010-12-02 09:41:00,United Kingdom,244.46
536610,17850.0,2010-12-02 09:42:00,United Kingdom,22.200000000000003
536611,15752.0,2010-12-02 09:43:00,United Kingdom,259.65000000000003
536612,17850.0,2010-12-02 09:44:00,United Kingdom,206.76
536613,17855.0,2010-12-02 09:44:00,United Kingdom,208.97
536614,17850.0,2010-12-02 09:44:00,United Kingdom,22.200000000000003
536615,14047.0,2010-12-02 10:09:00,United Kingdom,286.92
536616,17925.0,2010-12-02 10:10:00,United Kingdom,244.08
536617,13941.0,2010-12-02 10:17:00,United Kingdom,1095.12
536618,17017.0,2010-12-02 10:17:00,United Kingdom,780.12
536619,17017.0,2010-12-02 10:18:00,United Kingdom,97.19999999999999
536620,14135.0,2010-12-02 10:27:00,United Kingdom,485.25
536621,13108.0,2010-12-02 10:35:00,United Kingdom,350.06
536623,15601.0,2010-12-02 10:39:00,United Kingdom,768.38
536624,13418.0,2010-12-02 10:45:00,United Kingdom,610.64
536626,13418.0,2010-12-02 10:46:00,United Kingdom,12.600000000000001
536627,15658.0,2010-12-02 10:53:00,United Kingdom,306.2
536628,17850.0,2010-12-02 10:54:00,United Kingdom,230.56
536629,17850.0,2010-12-02 10:55:00,United Kingdom,22.200000000000003
536630,17850.0,2010-12-02 10:56:00,United Kingdom,244.46
536631,17850.0,2010-12-02 10:58:00,United Kingdom,22.200000000000003
536632,14388.0,2010-12-02 11:02:00,United Kingdom,312.8
536633,14901.0,2010-12-02 11:20:00,United Kingdom,204.15
536634,18041.0,2010-12-02 11:21:00,United Kingdom,193.78
536635,15955.0,2010-12-02 11:22:00,United Kingdom,572.38
536636,15070.0,2010-12-02 11:23:00,United Kingdom,106.2
536637,18041.0,2010-12-02 11:35:00,United Kingdom,235.16
536638,16244.0,2010-12-02 11:41:00,United Kingdom,1056.63
536639,15111.0,2010-12-02 11:45:00,United Kingdom,288.5
536641,12748.0,2010-12-02 11:46:00,United Kingdom,4.25
536643,14390.0,2010-12-02 11:57:00,United Kingdom,223.7
536663,16546.0,2010-12-02 12:07:00,United Kingdom,299.40000000000003
536667,15260.0,2010-12-02 12:09:00,United Kingdom,362.5
536670,15260.0,2010-12-02 12:09:00,United Kingdom,58.0
536671,13305.0,2010-12-02 12:10:00,United Kingdom,136.2
536672,14491.0,2010-12-02 12:10:00,United Kingdom,127.2
536673,14060.0,2010-12-02 12:11:00,United Kingdom,339.84
536674,15923.0,2010-12-02 12:16:00,United Kingdom,127.08
536676,16752.0,2010-12-02 12:18:00,United Kingdom,127.55
536681,17287.0,2010-12-02 12:22:00,United Kingdom,113.92
536685,17850.0,2010-12-02 12:23:00,United Kingdom,380.46
536688,17850.0,2010-12-02 12:24:00,United Kingdom,22.200000000000003
536690,17850.0,2010-12-02 12:25:00,United Kingdom,331.26
536693,17850.0,2010-12-02 12:26:00,United Kingdom,22.200000000000003
536698,15363.0,2010-12-02 12:28:00,United Kingdom,326.0
536707,12915.0,2010-12-02 12:33:00,United Kingdom,199.65
536732,15544.0,2010-12-02 12:47:00,United Kingdom,354.54
536733,15738.0,2010-12-02 12:50:00,United Kingdom,329.65000000000003
536735,17381.0,2010-12-02 12:58:00,United Kingdom,211.2
536736,17381.0,2010-12-02 12:59:00,United Kingdom,650.88
536738,15827.0,2010-12-02 13:06:00,United Kingdom,98.18
536739,14180.0,2010-12-02 13:08:00,United Kingdom,201.75
536740,15827.0,2010-12-02 13:08:00,United Kingdom,92.75
536741,13117.0,2010-12-02 13:11:00,United Kingdom,202.12
536742,16916.0,2010-12-02 13:14:00,United Kingdom,198.08
536743,17964.0,2010-12-02 13:32:00,United Kingdom,261.76
536744,14466.0,2010-12-02 13:36:00,United Kingdom,379.75
536745,17235.0,2010-12-02 13:38:00,United Kingdom,341.9
536746,16510.0,2010-12-02 13:39:00,United Kingdom,248.1
536747,17802.0,2010-12-02 13:44:00,United Kingdom,100.2
536748,15107.0,2010-12-02 13:45:00,United Kingdom,116.0
536749,17976.0,2010-12-02 13:49:00,United Kingdom,353.19
536750,17850.0,2010-12-02 14:04:00,United Kingdom,434.8
536751,17850.0,2010-12-02 14:05:00,United Kingdom,22.200000000000003
536752,17850.0,2010-12-02 14:06:00,United Kingdom,390.66
536753,17850.0,2010-12-02 14:07:00,United Kingdom,22.200000000000003
536754,14449.0,2010-12-02 14:09:00,United Kingdom,210.24
536759,16781.0,2010-12-02 14:26:00,United Kingdom,311.25
536761,13491.0,2010-12-02 14:30:00,United Kingdom,98.9
536762,16186.0,2010-12-02 14:40:00,United Kingdom,307.68
536763,17685.0,2010-12-02 14:42:00,United Kingdom,452.52
536769,17581.0,2010-12-02 14:47:00,United Kingdom,668.4
536771,17581.0,2010-12-02 14:49:00,United Kingdom,118.38
536777,15732.0,2010-12-02 15:00:00,United Kingdom,138.1
536778,13138.0,2010-12-02 15:03:00,United Kingdom,193.23
536779,15823.0,2010-12-02 15:08:00,United Kingdom,15.0
536781,17460.0,2010-12-02 15:14:00,United Kingdom,50.400000000000006
536782,17567.0,2010-12-02 15:18:00,United Kingdom,517.95
536783,15061.0,2010-12-02 15:19:00,United Kingdom,4076.48
536784,15061.0,2010-12-02 15:20:00,United Kingdom,2170.9
536785,15061.0,2010-12-02 15:22:00,United Kingdom,2730.96
536786,15061.0,2010-12-02 15:23:00,United Kingdom,324.0
536787,17850.0,2010-12-02 15:24:00,United Kingdom,192.46
536788,15061.0,2010-12-02 15:25:00,United Kingdom,75.0
536789,17850.0,2010-12-02 15:25:00,United Kingdom,22.200000000000003
536790,17850.0,2010-12-02 15:26:00,United Kingdom,532.01
536791,17850.0,2010-12-02 15:27:00,United Kingdom,44.400000000000006
536792,15061.0,2010-12-02 15:28:00,United Kingdom,30.0
536793,16203.0,2010-12-02 15:39:00,United Kingdom,170.7
536794,13767.0,2010-12-02 15:40:00,United Kingdom,322.8
536795,15640.0,2010-12-02 15:40:00,United Kingdom,333.72
536796,15574.0,2010-12-02 15:46:00,United Kingdom,375.65
536797,16770.0,2010-12-02 15:49:00,United Kingdom,130.8
536798,17838.0,2010-12-02 15:55:00,United Kingdom,717.1600000000001
536799,17228.0,2010-12-02 16:00:00,United Kingdom,183.3
536800,14829.0,2010-12-02 16:12:00,United Kingdom,236.97
536802,17412.0,2010-12-02 16:29:00,United Kingdom,197.3
536803,14911.0,2010-12-02 16:33:00,EIRE,22.5
536804,14031.0,2010-12-02 16:34:00,United Kingdom,1714.25
536805,14775.0,2010-12-02 16:38:00,United Kingdom,406.56
536806,12971.0,2010-12-02 16:42:00,United Kingdom,45.12
536808,17659.0,2010-12-02 16:46:00,United Kingdom,247.8
536810,15299.0,2010-12-02 16:50:00,United Kingdom,303.96
536811,15299.0,2010-12-02 16:51:00,United Kingdom,527.85
536813,15646.0,2010-12-02 16:59:00,United Kingdom,189.8
536819,13402.0,2010-12-02 17:12:00,United Kingdom,308.28000000000003
536821,17757.0,2010-12-02 17:17:00,United Kingdom,143.45000000000002
536823,13011.0,2010-12-02 17:22:00,United Kingdom,50.550000000000004
536824,13798.0,2010-12-02 17:24:00,United Kingdom,408.0
536831,16029.0,2010-12-02 17:40:00,United Kingdom,569.4
536832,16634.0,2010-12-02 17:41:00,United Kingdom,164.8
536833,18239.0,2010-12-02 17:48:00,United Kingdom,438.1
536834,14576.0,2010-12-02 17:51:00,United Kingdom,35.400000000000006
536836,18168.0,2010-12-02 18:08:00,United Kingdom,263.3
536837,14395.0,2010-12-02 18:15:00,United Kingdom,308.68
536838,14865.0,2010-12-02 18:23:00,United Kingdom,37.2
536839,15093.0,2010-12-02 18:25:00,United Kingdom,623.73
536840,12738.0,2010-12-02 18:27:00,Germany,155.35
536841,16150.0,2010-12-02 18:27:00,United Kingdom,393.42
536842,17552.0,2010-12-02 18:45:00,United Kingdom,263.62
536843,17552.0,2010-12-02 18:46:00,United Kingdom,34.9
536844,14236.0,2010-12-02 18:49:00,United Kingdom,189.3
536845,17961.0,2010-12-02 19:18:00,United Kingdom,127.55
536846,14573.0,2010-12-02 19:59:00,United Kingdom,413.1
536847,17135.0,2010-12-03 09:31:00,United Kingdom,215.57999999999998
536848,13408.0,2010-12-03 09:39:00,United Kingdom,534.0
536849,17396.0,2010-12-03 09:45:00,United Kingdom,397.5
536851,12967.0,2010-12-03 09:49:00,United Kingdom,1368.4
536852,12686.0,2010-12-03 09:51:00,France,89.14
536856,13370.0,2010-12-03 10:26:00,United Kingdom,754.87
536857,16883.0,2010-12-03 10:33:00,United Kingdom,128.03
536858,13520.0,2010-12-03 10:36:00,Switzerland,303.4
536859,12841.0,2010-12-03 10:43:00,United Kingdom,294.25
536860,16905.0,2010-12-03 10:43:00,United Kingdom,254.39999999999998
536861,12427.0,2010-12-03 10:44:00,Germany,303.5
536863,17967.0,2010-12-03 11:19:00,United Kingdom,123.07
536874,16891.0,2010-12-03 11:35:00,United Kingdom,232.26
536884,14589.0,2010-12-03 11:42:00,United Kingdom,39.75
536890,14156.0,2010-12-03 11:48:00,EIRE,91.8
536938,14680.0,2010-12-03 12:05:00,United Kingdom,1680.88
536943,17884.0,2010-12-03 12:11:00,United Kingdom,187.51
536944,12557.0,2010-12-03 12:20:00,Spain,620.0
536945,14083.0,2010-12-03 12:24:00,United Kingdom,309.54
536946,13013.0,2010-12-03 12:28:00,United Kingdom,841.94
536947,13013.0,2010-12-03 12:29:00,United Kingdom,686.4
536954,17809.0,2010-12-03 12:41:00,United Kingdom,425.0
536956,14210.0,2010-12-03 12:43:00,United Kingdom,304.95000000000005
536957,17809.0,2010-12-03 12:43:00,United Kingdom,791.7
536960,16477.0,2010-12-03 12:48:00,United Kingdom,225.65
536967,12600.0,2010-12-03 12:57:00,Germany,76.5
536968,16013.0,2010-12-03 13:09:00,United Kingdom,534.0
536969,16013.0,2010-12-03 13:10:00,United Kingdom,528.0
536970,17949.0,2010-12-03 13:12:00,United Kingdom,1314.0
536971,12779.0,2010-12-03 13:40:00,Poland,248.16
536972,16926.0,2010-12-03 13:42:00,United Kingdom,230.25
536973,17787.0,2010-12-03 13:43:00,United Kingdom,736.28
536974,12682.0,2010-12-03 13:59:00,France,336.24
536975,14911.0,2010-12-03 14:04:00,EIRE,1705.65
536976,14723.0,2010-12-03 14:18:00,United Kingdom,149.8
536977,17954.0,2010-12-03 14:18:00,United Kingdom,108.78
536980,17819.0,2010-12-03 14:26:00,United Kingdom,591.47
536981,14723.0,2010-12-03 14:26:00,United Kingdom,101.14
536983,12712.0,2010-12-03 14:30:00,Germany,175.53
536984,17841.0,2010-12-03 14:35:00,United Kingdom,339.54
536985,15373.0,2010-12-03 14:40:00,United Kingdom,334.3
536986,16140.0,2010-12-03 14:40:00,United Kingdom,124.14
536987,17198.0,2010-12-03 14:54:00,United Kingdom,272.01
536988,17238.0,2010-12-03 15:05:00,United Kingdom,254.39000000000001
536989,17238.0,2010-12-03 15:10:00,United Kingdom,115.7
536990,12793.0,2010-12-03 15:14:00,Portugal,131.8
536992,15769.0,2010-12-03 15:16:00,United Kingdom,91.8
536993,14396.0,2010-12-03 15:19:00,United Kingdom,110.35000000000001
536994,14898.0,2010-12-03 15:25:00,United Kingdom,98.5
537022,12725.0,2010-12-03 15:45:00,Italy,427.8
537023,16725.0,2010-12-03 16:02:00,United Kingdom,122.15
537026,12395.0,2010-12-03 16:35:00,Belgium,346.1
537030,16455.0,2010-12-03 16:44:00,United Kingdom,246.3
537031,16455.0,2010-12-03 16:45:00,United Kingdom,135.0
537034,13081.0,2010-12-03 17:20:00,United Kingdom,2355.1800000000003
537035,13081.0,2010-12-03 17:21:00,United Kingdom,11.6
537036,15545.0,2010-12-03 17:28:00,United Kingdom,135.32999999999998
537037,17243.0,2010-12-05 10:03:00,United Kingdom,256.90000000000003
537038,15465.0,2010-12-05 10:12:00,United Kingdom,535.75
537040,13089.0,2010-12-05 10:27:00,United Kingdom,734.3999999999999
537041,16033.0,2010-12-05 10:36:00,United Kingdom,155.64000000000001
537042,13838.0,2010-12-05 10:45:00,United Kingdom,238.11
537044,18055.0,2010-12-05 10:52:00,United Kingdom,431.45
537045,15038.0,2010-12-05 10:54:00,United Kingdom,126.42999999999999
537046,18109.0,2010-12-05 10:58:00,United Kingdom,277.45
537047,13069.0,2010-12-05 11:02:00,United Kingdom,326.6
537048,13069.0,2010-12-05 11:03:00,United Kingdom,5.9
537049,16241.0,2010-12-05 11:04:00,United Kingdom,277.65000000000003
537050,14800.0,2010-12-05 11:10:00,United Kingdom,555.84
537051,15708.0,2010-12-05 11:12:00,United Kingdom,350.68
537052,16839.0,2010-12-05 11:15:00,United Kingdom,552.24
537053,16168.0,2010-12-05 11:38:00,United Kingdom,275.8
537054,16931.0,2010-12-05 11:40:00,United Kingdom,152.05
537055,16814.0,2010-12-05 11:45:00,United Kingdom,273.29
537057,15351.0,2010-12-05 11:49:00,United Kingdom,274.67
537058,13269.0,2010-12-05 11:51:00,United Kingdom,351.43
537059,14813.0,2010-12-05 11:54:00,United Kingdom,127.98
537065,12567.0,2010-12-05 11:57:00,France,1526.92
537067,14813.0,2010-12-05 11:57:00,United Kingdom,27.45
537077,17062.0,2010-12-05 11:59:00,United Kingdom,179.64000000000001
537081,15332.0,2010-12-05 12:00:00,Lithuania,1145.06
537086,15332.0,2010-12-05 12:01:00,Lithuania,438.0
537090,15332.0,2010-12-05 12:02:00,Lithuania,15.0
537111,14810.0,2010-12-05 12:08:00,United Kingdom,180.44
537117,16353.0,2010-12-05 12:09:00,United Kingdom,204.0
537126,18118.0,2010-12-05 12:13:00,United Kingdom,475.86
537127,13831.0,2010-12-05 12:13:00,United Kingdom,408.0
537128,12841.0,2010-12-05 12:15:00,United Kingdom,211.74
537129,13506.0,2010-12-05 12:15:00,United Kingdom,301.12
537130,17796.0,2010-12-05 12:23:00,United Kingdom,114.65
537131,15716.0,2010-12-05 12:26:00,United Kingdom,547.1
537133,18156.0,2010-12-05 12:29:00,United Kingdom,206.23000000000002
537134,16983.0,2010-12-05 12:34:00,United Kingdom,163.49
537135,17059.0,2010-12-05 12:35:00,United Kingdom,722.36
537136,12748.0,2010-12-05 12:42:00,United Kingdom,273.76
537137,16327.0,2010-12-05 12:43:00,United Kingdom,535.6
537138,17211.0,2010-12-05 12:44:00,United Kingdom,273.3
537139,17026.0,2010-12-05 12:47:00,United Kingdom,33.15
537140,12748.0,2010-12-05 12:53:00,United Kingdom,70.42
537141,15570.0,2010-12-05 12:57:00,United Kingdom,517.65
537142,12748.0,2010-12-05 12:57:00,United Kingdom,41.45
537144,15880.0,2010-12-05 13:00:00,United Kingdom,343.28000000000003
537153,16718.0,2010-12-05 13:03:00,United Kingdom,623.75
537154,15808.0,2010-12-05 13:05:00,United Kingdom,1021.45
537155,12748.0,2010-12-05 13:05:00,United Kingdom,75.64
537156,17858.0,2010-12-05 13:08:00,United Kingdom,251.25
537158,16393.0,2010-12-05 13:10:00,United Kingdom,184.8
537159,14527.0,2010-12-05 13:17:00,United Kingdom,292.95
537160,14161.0,2010-12-05 13:18:00,United Kingdom,283.15
537163,17863.0,2010-12-05 13:21:00,United Kingdom,384.71999999999997
537176,16411.0,2010-12-05 13:26:00,United Kingdom,131.5
537179,13767.0,2010-12-05 13:29:00,United Kingdom,806.28
537192,16402.0,2010-12-05 13:42:00,United Kingdom,211.8
537193,15023.0,2010-12-05 13:49:00,United Kingdom,460.6
537194,17402.0,2010-12-05 13:53:00,United Kingdom,271.2
537195,15311.0,2010-12-05 13:55:00,United Kingdom,650.64
537196,15426.0,2010-12-05 13:55:00,United Kingdom,411.42
537197,12647.0,2010-12-05 14:02:00,Germany,286.5
537198,12647.0,2010-12-05 14:03:00,Germany,85.5
537199,15894.0,2010-12-05 14:06:00,United Kingdom,156.74
537200,15867.0,2010-12-05 14:17:00,United Kingdom,112.9
537201,12472.0,2010-12-05 14:19:00,Germany,1631.3
537202,14506.0,2010-12-05 14:25:00,United Kingdom,269.7
537204,15555.0,2010-12-05 14:45:00,United Kingdom,198.43
537205,13034.0,2010-12-05 14:52:00,United Kingdom,165.86
537206,15235.0,2010-12-05 15:02:00,United Kingdom,85.55000000000001
537207,17402.0,2010-12-05 15:06:00,United Kingdom,188.77
537208,15889.0,2010-12-05 15:12:00,United Kingdom,297.92
537209,14606.0,2010-12-05 15:12:00,United Kingdom,192.68
537210,15953.0,2010-12-05 15:15:00,United Kingdom,209.84
537211,16143.0,2010-12-05 15:18:00,United Kingdom,355.75
537212,12720.0,2010-12-05 15:21:00,Germany,473.39
537213,12748.0,2010-12-05 15:26:00,United Kingdom,8.65
537214,16422.0,2010-12-05 15:35:00,United Kingdom,1553.0
537215,12747.0,2010-12-05 15:38:00,United Kingdom,358.55999999999995
537216,15502.0,2010-12-05 15:40:00,United Kingdom,569.5
537217,15502.0,2010-12-05 15:40:00,United Kingdom,167.2
537218,12763.0,2010-12-05 15:46:00,Japan,320.08
537219,14081.0,2010-12-05 15:47:00,United Kingdom,423.52
537221,17965.0,2010-12-05 15:54:00,United Kingdom,37.35
537222,14404.0,2010-12-05 16:00:00,United Kingdom,133.48
537223,13579.0,2010-12-05 16:10:00,United Kingdom,164.70000000000002
537224,13174.0,2010-12-05 16:24:00,United Kingdom,1415.97
537225,12748.0,2010-12-05 16:41:00,United Kingdom,496.48
537226,15987.0,2010-12-06 08:34:00,United Kingdom,113.48
537227,17677.0,2010-12-06 08:42:00,United Kingdom,922.4000000000001
537228,17677.0,2010-12-06 08:43:00,United Kingdom,25.200000000000003
537229,17677.0,2010-12-06 08:44:00,United Kingdom,17.4
537231,13652.0,2010-12-06 09:21:00,United Kingdom,308.8
537233,17428.0,2010-12-06 09:37:00,United Kingdom,353.0
537235,17381.0,2010-12-06 09:45:00,United Kingdom,2567.6400000000003
537236,16858.0,2010-12-06 09:52:00,United Kingdom,375.69000000000005
537238,16161.0,2010-12-06 10:03:00,United Kingdom,164.2
537239,18219.0,2010-12-06 10:05:00,United Kingdom,210.19
537241,14293.0,2010-12-06 10:18:00,United Kingdom,364.92
537242,14748.0,2010-12-06 10:19:00,United Kingdom,412.22
537243,16638.0,2010-12-06 10:19:00,United Kingdom,50.400000000000006
537244,17674.0,2010-12-06 10:20:00,United Kingdom,300.66
537245,14748.0,2010-12-06 10:24:00,United Kingdom,58.2
537246,12808.0,2010-12-06 10:27:00,Portugal,129.4
537247,13094.0,2010-12-06 10:34:00,United Kingdom,223.68
537248,15899.0,2010-12-06 10:36:00,United Kingdom,56.25
537249,16955.0,2010-12-06 10:38:00,United Kingdom,33.0
537250,12708.0,2010-12-06 10:43:00,Germany,196.44
537254,15898.0,2010-12-06 11:01:00,United Kingdom,382.69
537255,14443.0,2010-12-06 11:03:00,United Kingdom,303.5
537256,16210.0,2010-12-06 11:06:00,United Kingdom,2263.8
537257,17691.0,2010-12-06 11:10:00,United Kingdom,142.5
537258,17227.0,2010-12-06 11:16:00,United Kingdom,142.25
537262,15039.0,2010-12-06 11:26:00,United Kingdom,611.51
537265,15919.0,2010-12-06 11:26:00,United Kingdom,270.72
537298,13497.0,2010-12-06 11:37:00,United Kingdom,153.5
537301,15860.0,2010-12-06 11:38:00,United Kingdom,102.66
